"","X","Case.No.","Claimant.s.","Respondent.s.","Status","claimants","outcome","registered","bit","instrument","claim_id","reg_year","out_year","bit_claim","nafta_claim","other_claim","claimants_nat","resp_state_comp","respondents_nat","host","source"
"316",367,"ARB/04/21","Motorola Credit Corporation, Inc","Republic of Turkey","Concluded","Motorola Credit Corporation,  Inc. (U.S.)","Settlement agreed by the parties and proceeding discontinued at their request (Order taking note of the discontinuance issued by the Tribunal on November 21, 2005 pursuant to Arbitration Rule 43(1)).","December 28, 2004","BIT Turkey - United States of America 1985","",172,2004,2005,1,0,0,"U.S.",0,"Republic of Turkey","TUR","USA"
"317",368,"ARB/04/20","RGA Reinsurance Company","Argentine Republic","Concluded","RGA Reinsurance Company  (U.S.)","Settlement agreed by the parties and proceeding discontinued at their request (Order taking note of the discontinuance issued by the Tribunal on September 14, 2006 pursuant to Arbitration Rule 43(1)).","November 11, 2004","BIT United States of America - Argentina 1991","",171,2004,2006,1,0,0,"U.S.",0,"Argentine Republic","ARG","USA"
"318",369,"ARB(AF)/04/6","Vannessa Ventures Ltd.","Bolivarian Republic of Venezuela","Concluded","Vannessa Ventures Ltd.  (Canadian)","Award rendered on January 16, 2013.","October 28, 2004","BIT Canada - Venezuela,  Republica Bolivariana de 1996","",170,2004,2013,1,0,0,"Canadian",0,"Bolivarian Republic of Venezuela","VEN","CAN"
"319",370,"ARB/04/19","Duke Energy Electroquil Partners and Electroquil S.A.","Republic of Ecuador","Concluded","Duke Energy Electroquil Partners (U.S.), Electroquil S.A. (Ecuadoran)","Award rendered on August 18, 2008.","October 7, 2004","BIT Ecuador - United States of America 1993, ","Contract",169,2004,2008,1,0,0,"U.S.",0,"Republic of Ecuador","ECU","USA"
"320",372,"ARB(AF)/04/3","Gemplus, S.A., SLP, S.A. and Gemplus Industrial, S.A. de C.V.","United Mexican States","Concluded","Gemplus,  S.A. (French), SLP,  S.A. (French), Gemplus Industrial,  S.A. de C.V. (Mexican)","Award rendered on June 16, 2010.","September 29, 2004","BIT Mexico - France 1998","",167,2004,2010,1,0,0,"French",0,"United Mexican States","MEX","FRA"
"321",373,"ARB(AF)/04/4","Talsud, S.A.","United Mexican States","Concluded","Talsud,  S.A.  (Argentine)","Award rendered on June 16, 2010.","September 29, 2004","BIT Mexico - Argentina 1996","",166,2004,2010,1,0,0,"Argentina",0,"United Mexican States","MEX","ARG"
"322",374,"ARB/04/18","France Telecom S.A.","Argentine Republic","Concluded","France Telecom S.A. (French)","Settlement agreed by the parties and proceeding discontinued at the request of the Claimant (Order taking note of the discontinuance issued by the Acting Secretary-General pursuant to ICSID Arbitration Rule 44 on March 29, 2006).","August 26, 2004","BIT France - Argentina 1991","",165,2004,2006,1,0,0,"French",0,"Argentine Republic","ARG","FRA"
"323",375,"ARB/04/17","Interbrew Central European Holding B.V.","Republic of Slovenia","Concluded","Interbrew Central European Holding B.V. (Dutch)","Settlement agreed by the parties and proceeding discontinued at the request of the Claimant (Order taking note of the discontinuance issued by the Tribunal  pursuant to ICSID Arbitration Rule 44 on July 18, 2005).","August 25, 2004","BIT Slovenia - Netherlands 1996","",164,2004,2005,1,0,0,"Dutch",0,"Republic of Slovenia","SVN","NLD"
"324",376,"ARB/04/16","Mobil Exploration and Development Inc. Suc. Argentina and Mobil Argentina S.A.","Argentine Republic","Pending","Mobil Argentina S.A. (Argentine), Mobil Exploration and Development Inc. Suc. Argentina (U.S.)","","August 5, 2004","BIT United States of America - Argentina 1991","",163,2004,NA,1,0,0,"U.S.",0,"Argentine Republic","ARG","USA"
"325",377,"ARB/04/15","Telenor Mobile Communications AS","Republic of Hungary","Concluded","Telenor Mobile Communications AS  (Norwegian)","Award rendered on September 13, 2006.","August 2, 2004","BIT Hungary - Norway 1991","",162,2004,2006,1,0,0,"Norwegian",0,"Republic of Hungary","HUN","NOR"
"326",378,"ARB/04/14","Wintershall Aktiengesellschaft","Argentine Republic","Concluded","Wintershall Aktiengesellschaft  (German)","Award rendered on December 8, 2008.","July 15, 2004","BIT Germany - Argentina 1991","",161,2004,2008,1,0,0,"German",0,"Argentine Republic","ARG","DEU"
"327",379,"ARB(AF)/04/2","Cargill, Incorporated","Republic of Poland","Concluded","Cargill,  Incorporated (U.S.)","Settlement on jurisdiction agreed by the parties on March 10, 2005 and proceeding discontinued at their request (Order taking note of the discontinuance of the proceeding pursuant to Arbitration Rule 49(1) of the Additional Facility Rules issued by the Tribunal on April 4, 2005.) At the request of the parties, and with the Tribunal's consent, the proceeding continues with the same Tribunal under the UNCITRAL Arbitration Rules.","July 7, 2004","BIT United States of America - Poland 1990","",160,2004,2005,1,0,0,"U.S.",0,"Republic of Poland","POL","USA"
"328",380,"ARB/04/13","Jan de Nul N.V. and Dredging International N.V.","Arab Republic of Egypt","Concluded","Dredging International N.V.  (Belgian), Jan de Nul N.V. (Belgian)","Award rendered on November 6, 2008.","May 27, 2004","BIT Egypt,  Arab Republic of - Belgium-Luxembourg 1977, BIT Egypt,  Arab Republic of - Belgium-Luxembourg 1999","",159,2004,2008,1,0,0,"Belgian",0,"Arab Republic of Egypt","EGY","BEL"
"329",381,"ARB/04/12","ABCI Investments Limited","Republic of Tunisia","Pending","ABCI Investments Limited (Dutch)","","April 6, 2004","BIT Netherlands - Tunisia 1998, ","Investment Law - Tunisia (1969)",158,2004,NA,1,0,0,"Dutch",0,"Republic of Tunisia","TUN","NLD"
"330",382,"ARB/04/11","Russell Resources International Limited and others","Democratic Republic of the Congo","Concluded","Russell Resources Congo SPRL  (Congolese (D.R.)), Russell Resources International Limited (Maltese), Russell Resources Pty Limited (Australian)","The Tribunal issues an order for the discontinuance of the proceeding on February 10, 2009, for lack of payment of the required advances, pursuant to ICSID Administrative and Financial Regulation 14(3)(d).","April 6, 2004","","Contract",157,2004,2009,0,0,1,"Australian",0,"Democratic Republic of the Congo","ZAR","AUS"
"331",383,"ARB/04/10","Alstom Power Italia SpA and Alstom SpA","Republic of Mongolia","Concluded","Alstom SpA  (Italian), Alstom Power Italia SpA (Italian)","Settlement agreed by the parties and proceeding discontinued at their request (Order taking note of the discontinuance issued by the Tribunal on March 13, 2006 pursuant to Arbitration Rule 43(1)).","March 18, 2004","BIT Italy - Mongolia 1993, ","ECT (Energy Charter Treaty)",156,2004,2006,1,0,0,"Italian",0,"Republic of Mongolia","MNG","ITA"
"332",384,"ARB/04/8","BP America Production Company and others","Argentine Republic","Concluded","BP America Production Company (U.S.), Pan American Continental S.R.L. (Argentine), Pan American Fueguina S.R.L. (Argentine), Pan American Sur S.R.L. (Argentine)","Settlement agreed by the parties and proceeding discontinued at their request (Order taking note of the discontinuance issued by the Tribunal on August 20, 2008 pursuant to Arbitration Rule 43(1)). ","February 27, 2004","BIT United States of America - Argentina 1991","",155,2004,2008,1,0,0,"U.S.",0,"Argentine Republic","ARG","USA"
"333",385,"ARB/04/9","CIT Group Inc.","Argentine Republic","Concluded","CIT Group Inc.  (U.S.)","The Tribunal issues an order taking note of the discontinuance of the proceeding pursuant to ICSID Arbitration Rule 44 on May 12, 2009.","February 27, 2004","BIT United States of America - Argentina 1991","",154,2004,2009,1,0,0,"U.S.",0,"Argentine Republic","ARG","USA"
"334",386,"ARB/04/7","Sociedad Anónima Eduardo Vieira","Republic of Chile","Concluded","Sociedad Anónima Eduardo Vieira (Spanish)","Award rendered on August 21, 2007; attached to the award is a Dissenting Opinion by one of the arbitrators.","February 27, 2004","BIT Chile - Spain 1991","",153,2004,2007,1,0,0,"Spanish",0,"Republic of Chile","CHL","ESP"
"335",387,"ARB/04/6","OKO Pankki Oyj and others","Republic of Estonia","Concluded","OKO Osuuspankkien Keskuspankki Oyj (Finnish), OKO Pankki Oyj (Finnish), Ost-West Handelsbank AG (German), Sampo Bank Plc (Finnish), VTB BANK (Deutschland) AG (German)","Award rendered on November 19, 2007.","February 20, 2004","BIT Estonia - Finland 1992, BIT Estonia - Germany 1992","",152,2004,2007,1,0,0,"Finnish",0,"Republic of Estonia","EST","FIN"
"336",387,"ARB/04/6","OKO Pankki Oyj and others","Republic of Estonia","Concluded","OKO Osuuspankkien Keskuspankki Oyj (Finnish), OKO Pankki Oyj (Finnish), Ost-West Handelsbank AG (German), Sampo Bank Plc (Finnish), VTB BANK (Deutschland) AG (German)","Award rendered on November 19, 2007.","February 20, 2004","BIT Estonia - Finland 1992, BIT Estonia - Germany 1992","",152,2004,2007,1,0,0,"German",0,"Republic of Estonia","EST","DEU"
"337",387,"ARB/04/6","OKO Pankki Oyj and others","Republic of Estonia","Concluded","OKO Osuuspankkien Keskuspankki Oyj (Finnish), OKO Pankki Oyj (Finnish), Ost-West Handelsbank AG (German), Sampo Bank Plc (Finnish), VTB BANK (Deutschland) AG (German)","Award rendered on November 19, 2007.","February 20, 2004","BIT Estonia - Finland 1992, BIT Estonia - Germany 1992","",152,2004,2007,1,0,0,"Germany",0,"Republic of Estonia","EST","DEU"
"338",390,"ARB/04/4","SAUR International","Argentine Republic","Pending","SAUR International  (French)","Award rendered on May 22, 2014.","January 27, 2004","BIT France - Argentina 1991","",149,2004,2014,1,0,0,"French",0,"Argentine Republic","ARG","FRA"
"339",391,"ARB(AF)/04/1","Corn Products International, Inc.","United Mexican States","Concluded","Corn Products International,  Inc.  (U.S.)","Award rendered on August 18, 2009.","January 26, 2004","","NAFTA (North American Free Trade Agreement)",148,2004,2009,0,1,0,"U.S.",0,"United Mexican States","MEX","USA"
"340",392,"ARB/04/2","Western NIS Enterprise Fund","Ukraine","Concluded","Western NIS Enterprise Fund (U.S.)","Settlement agreed by the parties and proceeding discontinued at their request (Order taking note of the discontinuance issued by the Tribunal on June 1, 2006 pursuant to Arbitration Rule 43(1)).","January 26, 2004","BIT Ukraine - United States of America 1994","",147,2004,2006,1,0,0,"U.S.",0,"Ukraine","UKR","USA"
"341",393,"ARB/04/1","Total S.A.","Argentine Republic","Pending","Total S.A.  (French)","Award rendered on November 27, 2013.","January 22, 2004","BIT France - Argentina 1991","",146,2004,2013,1,0,0,"French",0,"Argentine Republic","ARG","FRA"
"342",394,"ARB/03/30","Azurix Corp.","Argentine Republic","Concluded","Azurix Corp.  (U.S.)","The Tribunal issues a procedural order for the discontinuance of the proceeding for lack of payment of the required advances, pursuant to ICSID Administrative and Financial Regulation 14(3)(d) on June 18, 2012.","December 8, 2003","BIT United States of America - Argentina 1991","",145,2003,NA,1,0,0,"U.S.",0,"Argentine Republic","ARG","USA"
"343",396,"ARB/03/29","Bayindir Insaat Turizm Ticaret Ve Sanayi A.S.","Islamic Republic of Pakistan","Concluded","Bayindir Insaat Turizm Ticaret Ve Sanayi A.S.  (Turkish)","Award rendered on August 27, 2009.","December 1, 2003","BIT Turkey - Pakistan 1995","",143,2003,2009,1,0,0,"Turkish",0,"Islamic Republic of Pakistan","PAK","TUR"
"344",397,"ARB/03/28","Duke Energy International Peru Investments No. 1 Ltd.","Republic of Peru","Concluded","Duke Energy International Peru Investments No. 1 Ltd.  (British)","Award rendered on August 18, 2008; attached to the award are two partial dissenting opinions by two of the arbitrators.","October 24, 2003","","Contract",142,2003,2008,0,0,1,"British",0,"Republic of Peru","PER","GBR"
"345",398,"ARB/03/27","Unisys Corporation","Argentine Republic","Pending","Unisys Corporation  (U.S.)","","October 15, 2003","BIT United States of America - Argentina 1991","",141,2003,NA,1,0,0,"U.S.",0,"Argentine Republic","ARG","USA"
"346",399,"ARB/03/26","Inceysa Vallisoletana S.L.","Republic of El Salvador","Concluded","Inceysa Vallisoletana S.L. (Spanish)","Award rendered on August 2, 2006.","October 10, 2003","BIT El Salvador - Spain 1995","",140,2003,2006,1,0,0,"Spanish",0,"Republic of El Salvador","SLV","ESP"
"347",400,"ARB/03/25","Fraport AG Frankfurt Airport Services Worldwide","Republic of the Philippines","Concluded","Fraport AG Frankfurt Airport Services Worldwide  (German)","Award rendered on August 16, 2007; attached to the award is a Dissenting Opinion by one of the arbitrators.","October 9, 2003","BIT Germany - Philippines 1997","",139,2003,2007,1,0,0,"German",0,"Republic of the Philippines","PHL","DEU"
"348",402,"ARB/03/23","EDF International S.A., SAUR International S.A. and León Participaciones Argentinas S.A.","Argentine Republic","Pending","EDF International S.A. (French), León Participaciones Argentinas S.A.  (French), SAUR International S.A. (Luxembourg)","The Tribunal renders its award on June 11, 2012.","August 12, 2003","BIT Argentina - Belgium-Luxembourg 1990, BIT France - Argentina 1991","",137,2003,2012,1,0,0,"French",0,"Argentine Republic","ARG","FRA"
"349",402,"ARB/03/23","EDF International S.A., SAUR International S.A. and León Participaciones Argentinas S.A.","Argentine Republic","Pending","EDF International S.A. (French), León Participaciones Argentinas S.A.  (French), SAUR International S.A. (Luxembourg)","The Tribunal renders its award on June 11, 2012.","August 12, 2003","BIT Argentina - Belgium-Luxembourg 1990, BIT France - Argentina 1991","",137,2003,2012,1,0,0,"Luxembourg",0,"Argentine Republic","ARG","LUX"
"350",403,"ARB/03/22","Electricidad Argentina S.A. and EDF International S.A.","Argentine Republic","Pending","EDF International S.A. (French), Electricidad Argentina S.A. (Argentine)","","August 12, 2003","BIT France - Argentina 1991","",136,2003,NA,1,0,0,"French",0,"Argentine Republic","ARG","FRA"
"351",404,"ARB/03/21","Enersis S.A. and others","Argentine Republic","Pending","Chilectra S.A. (Chilean), Elesur S.A. (Chilean), Empresa Nacional de Electrecidad S.A. (Chilean), Enersis S.A. (Chilean)","","July 22, 2003","BIT Chile - Argentina 1991","",135,2003,NA,1,0,0,"Chilean",0,"Argentine Republic","ARG","CHL"
"352",405,"ARB/03/20","Telefónica S.A","Argentine Republic","Concluded","Telefónica S.A (Spanish)","Settlement agreed by the parties and proceeding discontinued at their request (Order taking note of the discontinuance issued by the Tribunal on September 24, 2009 pursuant to ICSID Arbitration Rule 43(1)).","July 21, 2003","BIT Spain - Argentina 1991","",134,2003,2009,1,0,0,"Spanish",0,"Argentine Republic","ARG","ESP"
"353",407,"ARB/03/18","Aguas Cordobesas S.A., Suez, and Sociedad General de Aguas de Barcelona S.A.","Argentine Republic","Concluded","Aguas Cordobesas S.A. (Argentine), Sociedad General de Aguas de Barcelona S.A.  (Spanish), Suez (French)","Settlement agreed by the parties and proceeding discontinued at the request of the Claimants (Order taking note of the discontinuance issued by the Tribunal pursuant to ICSID Arbitration Rule 44 on January 24, 2007).","July 17, 2003","BIT France - Argentina 1991, BIT Spain - Argentina 1991","",132,2003,2007,1,0,0,"Spanish",0,"Argentine Republic","ARG","ESP"
"354",407,"ARB/03/18","Aguas Cordobesas S.A., Suez, and Sociedad General de Aguas de Barcelona S.A.","Argentine Republic","Concluded","Aguas Cordobesas S.A. (Argentine), Sociedad General de Aguas de Barcelona S.A.  (Spanish), Suez (French)","Settlement agreed by the parties and proceeding discontinued at the request of the Claimants (Order taking note of the discontinuance issued by the Tribunal pursuant to ICSID Arbitration Rule 44 on January 24, 2007).","July 17, 2003","BIT France - Argentina 1991, BIT Spain - Argentina 1991","",132,2003,2007,1,0,0,"French",0,"Argentine Republic","ARG","FRA"
"355",408,"ARB/03/17","Suez, Sociedad General de Aguas de Barcelona S.A. and Interagua Servicios Integrales de Agua S.A.","Argentine Republic","Pending","Interagua Servicios Integrales de Agua S.A. (Spanish), Sociedad General de Aguas de Barcelona S.A. (Spanish), Suez (French)","","July 17, 2003","BIT France - Argentina 1991, BIT Spain - Argentina 1991","",131,2003,NA,1,0,0,"Spanish",0,"Argentine Republic","ARG","ESP"
"356",408,"ARB/03/17","Suez, Sociedad General de Aguas de Barcelona S.A. and Interagua Servicios Integrales de Agua S.A.","Argentine Republic","Pending","Interagua Servicios Integrales de Agua S.A. (Spanish), Sociedad General de Aguas de Barcelona S.A. (Spanish), Suez (French)","","July 17, 2003","BIT France - Argentina 1991, BIT Spain - Argentina 1991","",131,2003,NA,1,0,0,"French",0,"Argentine Republic","ARG","FRA"
"357",409,"ARB/03/19","Suez, Sociedad General de Aguas de Barcelona S.A. and Vivendi Universal S.A","Argentine Republic","Concluded","Sociedad General de Aguas de Barcelona S.A. (Spanish), Suez (French), Vivendi Universal S.A. (French)","Award rendered by the Tribunal on April 9, 2015.","July 17, 2003","BIT France - Argentina 1991, BIT Spain - Argentina 1991","",130,2003,2015,1,0,0,"Spanish",0,"Argentine Republic","ARG","ESP"
"358",409,"ARB/03/19","Suez, Sociedad General de Aguas de Barcelona S.A. and Vivendi Universal S.A","Argentine Republic","Concluded","Sociedad General de Aguas de Barcelona S.A. (Spanish), Suez (French), Vivendi Universal S.A. (French)","Award rendered by the Tribunal on April 9, 2015.","July 17, 2003","BIT France - Argentina 1991, BIT Spain - Argentina 1991","",130,2003,2015,1,0,0,"French",0,"Argentine Republic","ARG","FRA"
